date,volume_offeredcapacity_regup
2023-04-21 02:00:00,54.8800
2023-04-21 03:00:00,54.8800
2023-04-21 04:00:00,68.1800
2023-04-21 05:00:00,106.6600
2023-04-21 06:00:00,23.8800
2023-04-21 07:00:00,25.4200
2023-04-21 08:00:00,104.5700
2023-04-21 09:00:00,67.2100
2023-04-21 10:00:00,100
2023-04-21 11:00:00,100
2023-04-21 12:00:00,100
2023-04-21 13:00:00,100
2023-04-21 14:00:00,119.8300
2023-04-21 15:00:00,122.1600
2023-04-21 16:00:00,181.6575
2023-04-21 17:00:00,50
2023-04-21 18:00:00,99.0500
2023-04-21 19:00:00,60.5600
2023-04-21 20:00:00,31.6900
2023-04-21 21:00:00,191.8400
2023-04-21 22:00:00,101.8400
2023-04-21 23:00:00,100
2023-04-22 00:00:00,100
2023-04-22 01:00:00,100
2023-04-22 02:00:00,100
2023-04-22 03:00:00,100
2023-04-22 04:00:00,100
2023-04-22 05:00:00,0
2023-04-22 06:00:00,0
2023-04-22 07:00:00,101.6600
2023-04-22 08:00:00,115.6200
2023-04-22 09:00:00,100
2023-04-22 10:00:00,100
2023-04-22 11:00:00,100
2023-04-22 12:00:00,100
2023-04-22 13:00:00,100
2023-04-22 14:00:00,120.4100
2023-04-22 15:00:00,100
2023-04-22 16:00:00,193.4352
2023-04-22 17:00:00,50
2023-04-22 18:00:00,0
2023-04-22 19:00:00,94.1500
2023-04-22 20:00:00,49.0500
2023-04-22 21:00:00,149.0500
2023-04-22 22:00:00,100
2023-04-22 23:00:00,100
2023-04-23 00:00:00,0
2023-04-23 01:00:00,0
2023-04-23 02:00:00,0
2023-04-23 03:00:00,0
2023-04-23 04:00:00,0
2023-04-23 05:00:00,16.7300
2023-04-23 06:00:00,42.6500
2023-04-23 07:00:00,59.3000
2023-04-23 08:00:00,80.4200
2023-04-23 09:00:00,100
2023-04-23 10:00:00,100
2023-04-23 11:00:00,100
2023-04-23 12:00:00,100
2023-04-23 13:00:00,118.6600
2023-04-23 14:00:00,100
2023-04-23 15:00:00,100
2023-04-23 16:00:00,170.8400
2023-04-23 17:00:00,50
2023-04-23 18:00:00,49.0500
2023-04-23 19:00:00,49.0500
2023-04-23 20:00:00,89.0500
2023-04-23 21:00:00,49.0500
2023-04-23 22:00:00,0
2023-04-23 23:00:00,0
2023-04-24 00:00:00,197
2023-04-24 01:00:00,97
2023-04-24 02:00:00,97
2023-04-24 03:00:00,97
2023-04-24 04:00:00,97
2023-04-24 05:00:00,138.7600
2023-04-24 06:00:00,57.1300
2023-04-24 07:00:00,61.9700
2023-04-24 08:00:00,160.4700
2023-04-24 09:00:00,107.3500
2023-04-24 10:00:00,100
2023-04-24 11:00:00,100
2023-04-24 12:00:00,100
2023-04-24 13:00:00,100
2023-04-24 14:00:00,100
2023-04-24 15:00:00,100
2023-04-24 16:00:00,178.7624
2023-04-24 17:00:00,152.0599
2023-04-24 18:00:00,98.7291
2023-04-24 19:00:00,52.7000
2023-04-24 20:00:00,85.4000
2023-04-24 21:00:00,142.6975
2023-04-24 22:00:00,49.0500
2023-04-24 23:00:00,0
2023-04-25 00:00:00,119.3500
2023-04-25 01:00:00,17.7800
2023-04-25 02:00:00,93.4100
2023-04-25 03:00:00,43.4100
2023-04-25 04:00:00,63.7600
2023-04-25 05:00:00,50
2023-04-25 06:00:00,100
2023-04-25 07:00:00,57.8500
2023-04-25 08:00:00,148.1827
2023-04-25 09:00:00,198.9249
2023-04-25 10:00:00,126.7000
2023-04-25 11:00:00,100
2023-04-25 12:00:00,100
2023-04-25 13:00:00,100
2023-04-25 14:00:00,159.6200
2023-04-25 15:00:00,199.0500
2023-04-25 16:00:00,197.1375
2023-04-25 17:00:00,15.5500
2023-04-25 18:00:00,49.0500
2023-04-25 19:00:00,99.0500
2023-04-25 20:00:00,89.0500
2023-04-25 21:00:00,134.9098
2023-04-25 22:00:00,49.0500
2023-04-25 23:00:00,100
2023-04-26 00:00:00,128.1100
2023-04-26 01:00:00,54.4100
2023-04-26 02:00:00,123.1600
2023-04-26 03:00:00,43.2900
2023-04-26 04:00:00,100
2023-04-26 05:00:00,13.3900
2023-04-26 06:00:00,100
2023-04-26 07:00:00,79.9000
2023-04-26 08:00:00,156.5600
2023-04-26 09:00:00,199.0500
2023-04-26 10:00:00,100
2023-04-26 11:00:00,100
2023-04-26 12:00:00,100
2023-04-26 13:00:00,199.0500
2023-04-26 14:00:00,190.8900
2023-04-26 15:00:00,100
2023-04-26 16:00:00,189.2919
2023-04-26 17:00:00,126.2724
2023-04-26 18:00:00,9.0500
2023-04-26 19:00:00,178.6002
2023-04-26 20:00:00,99.0500
2023-04-26 21:00:00,91.6675
2023-04-26 22:00:00,182.0099
2023-04-26 23:00:00,100
2023-04-27 00:00:00,100
2023-04-27 01:00:00,100
2023-04-27 02:00:00,100
2023-04-27 03:00:00,100
2023-04-27 04:00:00,100
2023-04-27 05:00:00,128.1300
2023-04-27 06:00:00,109.0500
2023-04-27 07:00:00,14.1000
2023-04-27 08:00:00,176.8300
2023-04-27 09:00:00,100
2023-04-27 10:00:00,100
2023-04-27 11:00:00,100
2023-04-27 12:00:00,100
2023-04-27 13:00:00,100
2023-04-27 14:00:00,192.2328
2023-04-27 15:00:00,160.2100
2023-04-27 16:00:00,199.0500
2023-04-27 17:00:00,50
2023-04-27 18:00:00,9.1667
2023-04-27 19:00:00,99.0500
2023-04-27 20:00:00,99.0500
2023-04-27 21:00:00,113.9577
2023-04-27 22:00:00,107.6325
2023-04-27 23:00:00,132.7000
2023-04-28 00:00:00,0
2023-04-28 01:00:00,96.6200
2023-04-28 02:00:00,27.5900
2023-04-28 03:00:00,0
2023-04-28 04:00:00,0
2023-04-28 05:00:00,0
2023-04-28 06:00:00,100
2023-04-28 07:00:00,0
2023-04-28 08:00:00,100
2023-04-28 09:00:00,100
2023-04-28 10:00:00,49.1100
2023-04-28 11:00:00,100
2023-04-28 12:00:00,42.3100
2023-04-28 13:00:00,58.3333
2023-04-28 14:00:00,42.4300
2023-04-28 15:00:00,0
2023-04-28 16:00:00,0
2023-04-28 17:00:00,0
2023-04-28 18:00:00,99.0500
2023-04-28 19:00:00,99.0500
2023-04-28 20:00:00,99.0500
2023-04-28 21:00:00,99.0500
2023-04-28 22:00:00,10
2023-04-28 23:00:00,9.9100
2023-04-29 00:00:00,56.5800
2023-04-29 01:00:00,66.1200
2023-04-29 02:00:00,28.3500
2023-04-29 03:00:00,0
2023-04-29 04:00:00,0
2023-04-29 05:00:00,0
2023-04-29 06:00:00,15.0500
2023-04-29 07:00:00,0
2023-04-29 08:00:00,100
2023-04-29 09:00:00,100
2023-04-29 10:00:00,69.5900
2023-04-29 11:00:00,41.0700
2023-04-29 12:00:00,100
2023-04-29 13:00:00,100
2023-04-29 14:00:00,82.1600
2023-04-29 15:00:00,0
2023-04-29 16:00:00,0
2023-04-29 17:00:00,0
2023-04-29 18:00:00,99.0500
2023-04-29 19:00:00,99.0500
2023-04-29 20:00:00,99.0500
2023-04-29 21:00:00,108.2476
2023-04-29 22:00:00,109.0500
2023-04-29 23:00:00,126.1800
2023-04-30 00:00:00,100
2023-04-30 01:00:00,100
2023-04-30 02:00:00,100
2023-04-30 03:00:00,100
2023-04-30 04:00:00,100
2023-04-30 05:00:00,100
2023-04-30 06:00:00,100
2023-04-30 07:00:00,0
2023-04-30 08:00:00,100
2023-04-30 09:00:00,100
2023-04-30 10:00:00,100
2023-04-30 11:00:00,100
2023-04-30 12:00:00,100
2023-04-30 13:00:00,100
2023-04-30 14:00:00,100
2023-04-30 15:00:00,100
2023-04-30 16:00:00,0
2023-04-30 17:00:00,50
2023-04-30 18:00:00,99.0500
2023-04-30 19:00:00,99.0500
2023-04-30 20:00:00,105.8200
2023-04-30 21:00:00,144.0499
2023-04-30 22:00:00,85.6700
2023-04-30 23:00:00,101.6600
2023-05-01 00:00:00,100
2023-05-01 01:00:00,100
2023-05-01 02:00:00,100
2023-05-01 03:00:00,64.3500
2023-05-01 04:00:00,70.5900
2023-05-01 05:00:00,100
2023-05-01 06:00:00,100
2023-05-01 07:00:00,0
2023-05-01 08:00:00,100
2023-05-01 09:00:00,39.8000
2023-05-01 10:00:00,100
2023-05-01 11:00:00,100
2023-05-01 12:00:00,100
2023-05-01 13:00:00,100
2023-05-01 14:00:00,100
2023-05-01 15:00:00,100
2023-05-01 16:00:00,0
2023-05-01 17:00:00,50
2023-05-01 18:00:00,125
2023-05-01 19:00:00,99.0500
2023-05-01 20:00:00,99.0500
2023-05-01 21:00:00,102.0825
2023-05-01 22:00:00,124.0500
2023-05-01 23:00:00,160
2023-05-02 00:00:00,0
2023-05-02 01:00:00,0
2023-05-02 02:00:00,100
2023-05-02 03:00:00,0
2023-05-02 04:00:00,0
2023-05-02 05:00:00,100
2023-05-02 06:00:00,100
2023-05-02 07:00:00,0
2023-05-02 08:00:00,100
2023-05-02 09:00:00,100
2023-05-02 10:00:00,100
2023-05-02 11:00:00,100
2023-05-02 12:00:00,100
2023-05-02 13:00:00,100
2023-05-02 14:00:00,100
2023-05-02 15:00:00,0
2023-05-02 16:00:00,0
2023-05-02 17:00:00,50
2023-05-02 18:00:00,99.7624
2023-05-02 19:00:00,99.0500
2023-05-02 20:00:00,123.6099
2023-05-02 21:00:00,124.0500
2023-05-02 22:00:00,0
2023-05-02 23:00:00,124.0500
2023-05-03 00:00:00,0
2023-05-03 01:00:00,100
2023-05-03 02:00:00,100
2023-05-03 03:00:00,100
2023-05-03 04:00:00,42.2000
2023-05-03 05:00:00,100
2023-05-03 06:00:00,100
2023-05-03 07:00:00,1.0700
2023-05-03 08:00:00,100
2023-05-03 09:00:00,100
2023-05-03 10:00:00,100
2023-05-03 11:00:00,100
2023-05-03 12:00:00,100
2023-05-03 13:00:00,100
2023-05-03 14:00:00,100
2023-05-03 15:00:00,0
2023-05-03 16:00:00,0
2023-05-03 17:00:00,50
2023-05-03 18:00:00,99.7624
2023-05-03 19:00:00,100
2023-05-03 20:00:00,90.4075
2023-05-03 21:00:00,149.0500
2023-05-03 22:00:00,0
2023-05-03 23:00:00,125
2023-05-04 00:00:00,194.5177
2023-05-04 01:00:00,186.6572
2023-05-04 02:00:00,160.3103
2023-05-04 03:00:00,141.2174
2023-05-04 04:00:00,127.8755
2023-05-04 05:00:00,159.5327
2023-05-04 06:00:00,186.8801
2023-05-04 07:00:00,198.7595
2023-05-04 08:00:00,169.9904
2023-05-04 09:00:00,117.9725
2023-05-04 10:00:00,0
2023-05-04 11:00:00,0
2023-05-04 12:00:00,104.0903
2023-05-04 13:00:00,142.9550
2023-05-04 14:00:00,139.7651
2023-05-04 15:00:00,137.5229
2023-05-04 16:00:00,147.0080
2023-05-04 17:00:00,183.1151
2023-05-04 18:00:00,186.8447
2023-05-04 19:00:00,195.1025
2023-05-04 20:00:00,162.7598
2023-05-04 21:00:00,170.5000
2023-05-04 22:00:00,130.1200
2023-05-04 23:00:00,130.1200
2023-05-05 00:00:00,177.3599
2023-05-05 01:00:00,174.3851
2023-05-05 02:00:00,189.5300
2023-05-05 03:00:00,188.0703
2023-05-05 04:00:00,190.1328
2023-05-05 05:00:00,187.0578
2023-05-05 06:00:00,154.3527
2023-05-05 07:00:00,110.1330
2023-05-05 08:00:00,109.6426
2023-05-05 09:00:00,105.9096
2023-05-05 10:00:00,92.6251
2023-05-05 11:00:00,100
2023-05-05 12:00:00,100
2023-05-05 13:00:00,197.9127
2023-05-05 14:00:00,100
2023-05-05 15:00:00,100
2023-05-05 16:00:00,195.8001
2023-05-05 17:00:00,178.1526
